Date,Day,Week,Month,Campaign Name,Time,Segment,Affinity Definition,TG/CG,Affinity,Retailer,Brief,Theme,Lever,Message A,Message B,A/B,Campaign Type,Sent,Read,Read %,Clicks,CTR,Conversions,Conversion %,Push Datetime,Time Sort,Time Label,Date Label,Row Count
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_beauty_rest_all_d2c_sale_all_r_2134_r_mamaearth,14:00:00,All,Rest Base - Beauty Affinity - Entertainment - health & welness.,,,Mamaearth,OH My Goodness Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all Mamaearth Orders,Social Proof,D2C Sale,"This is selling out fast 👀
Get Buy 1 Get 1 Free + flat 12% Cashback on all Mamaearth orders.

CTA: Shop now!",,Yes,Stylised,424879,167006,0.3930672026624051,679,0.00406572218962193,8,0.011782032400589101,2026-03-17 14:00:00,1900-01-01 14:00:00,02:00 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_beauty_non_segmented_all_d2c_sale_all_r_2134_r_mamaearth,14:00:00,Non Segmented,,,,Mamaearth,OH My Goodness Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all Mamaearth Orders,Social Proof,D2C Sale,"This is selling out fast 👀
Get Buy 1 Get 1 Free + flat 12% Cashback on all Mamaearth orders.

CTA: Shop now!",,Yes,Stylised,90529,27834,0.307459488119829,175,0.006287274556298053,3,0.017142857142857144,2026-03-17 14:00:00,1900-01-01 14:00:00,02:00 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_all_all_all_marketplace_all_r_2134_r_flipkart,21:00:00,All,,,,Flipkart,Get up to 7% Cashback across categories.,Exclusivity,Marketplace,"(Name), truth or dare? 😉

We dare you to shop & grab up to 7% Cashback on Flipkart 🤩

CTA: Don't miss out!",,Yes,Stylised,563096,244216,0.433702246153409,599,0.0024527467487797687,13,0.021702838063439065,2026-03-17 21:00:00,1900-01-01 21:00:00,09:00 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_home_storevisitors_all_d2c_sale_all_r_2035_r_koparo,22:30:00,All,Users who have visited home retailer in the last 6 months and have not exited.,,home - Store visitors non exiters,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders.,Social Proof,D2C Sale,"👆 Just one click & monthly...
 safai sorted 🧼 with Koparo Clean. Grab flat 50% OFF + flat 40% Cashback 🤩

CTA: Shop now!",,Yes,Stylised,15930,9169,0.5755806654111739,69,0.007525357181808267,1,0.014492753623188406,2026-03-17 22:30:00,1900-01-01 22:30:00,10:30 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_home_exiters_all_d2c_sale_all_r_2035_r_koparo,22:30:00,All,Users who have exited on home retailers in the 6 months and have not transacted.,,home - Exiters non transactors,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders.,Social Proof,D2C Sale,"👆 Just one click & monthly...
 safai sorted 🧼 with Koparo Clean. Grab flat 50% OFF + flat 40% Cashback 🤩

CTA: Shop now!",,Yes,Stylised,13891,8075,0.5813116406306241,45,0.005572755417956657,2,0.044444444444444446,2026-03-17 22:30:00,1900-01-01 22:30:00,10:30 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_home_transactors_all_d2c_sale_all_r_2035_r_koparo,22:30:00,All,Users who have transacted on home retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,home - Transactors,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders.,Social Proof,D2C Sale,"👆 Just one click & monthly...
 safai sorted 🧼 with Koparo Clean. Grab flat 50% OFF + flat 40% Cashback 🤩

CTA: Shop now!",,Yes,Stylised,18031,8470,0.4697465476124452,35,0.004132231404958678,4,0.11428571428571428,2026-03-17 22:30:00,1900-01-01 22:30:00,10:30 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_rest_all_all_marketplace_sale_all_r_1073_r_ajio,22:30:00,All,Rest Base - home affinity - fashion,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders,Loss Aversion,Marketplace sale,"Biggest clearance sale is here 💥

50–90% off + 10% Supercash + up to 8% Cashback on AJIO.

CTA: Hurry up!",,Yes,Stylised,517154,218153,0.4218337284445252,1066,0.004886478755735653,227,0.2129455909943715,2026-03-17 22:30:00,1900-01-01 22:30:00,10:30 PM,17-Mar,1
2026-03-17,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_rest_non_segmented_all_marketplace_sale_all_r_1073_r_ajio,22:30:00,Non Segmented,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders,Loss Aversion,Marketplace sale,"Biggest clearance sale is here 💥

50–90% off + 10% Supercash + up to 8% Cashback on AJIO.

CTA: Hurry up!",,Yes,Stylised,97196,32130,0.33056915922465946,257,0.007998755057578587,15,0.058365758754863814,2026-03-17 22:30:00,1900-01-01 22:30:00,10:30 PM,17-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_18_mar_vs_pn_tgcg_all_all_d2c_sale_all_r_1503_r_dotandkey30am,11:30:00,All,,,,Dot and Key,Coolest Skincare Sale: Buy 1 Get 1 Free + Upto 15% CashKaro Cashback on all Dot And Key orders,Loss Aversion,D2C Sale,"Suno, itni tezz dhoop mein ☀️
Sunscreen lagana mat bhoolna! Grab Buy 1 Get 1 Free + Up to 15% Cashback on all Dot And Key

CTA: Grab Now!",,Yes,Stylised,564793,243026,0.4302921601365456,891,0.0036662743903944435,3,0.003367003367003367,2026-03-18 11:30:00,1900-01-01 11:30:00,11:30 AM,18-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_17_mar_vs_pn_tgcg_non_segmented_all_d2c_sale_all_r_1503_r_dotandkey30am,11:30:00,Non Segmented,,,,Dot and Key,Coolest Skincare Sale: Buy 1 Get 1 Free + Upto 15% CashKaro Cashback on all Dot And Key orders,Loss Aversion,D2C Sale,"Suno, itni tezz dhoop mein ☀️
Sunscreen lagana mat bhoolna! Grab Buy 1 Get 1 Free + Up to 15% Cashback on all Dot And Key

CTA: Grab Now!",,Yes,Stylised,98178,32689,0.33295646682556174,212,0.006485362048395484,5,0.02358490566037736,2026-03-18 11:30:00,1900-01-01 11:30:00,11:30 AM,18-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_18_mar_vs_pn_tgcg_all_all_focus_brand_all_r_1503_r_hkvitals_2pm,14:00:00,All,,,,HK Vitals,Flat 20% off code + Flat 15% CashKaro Cashback on all HK Vitals orders,Curiosity,Brand Discovery,"Your healthier version is waiting 💪
Get a flat 20% off + flat 15% Cashback on all HK Vitals orders 💊

CTA: Begin now",,Yes,Stylised,568120,244429,0.4302418503133141,916,0.003747509501736701,2,0.002183406113537118,2026-03-18 14:00:00,1900-01-01 14:00:00,02:00 PM,18-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_18_mar_vs_pn_tgcg_non_segmented_all_focus_brand_all_r_1503_r_hkvitals_2pm,14:00:00,Non Segmented,,,,HK Vitals,Flat 20% off code + Flat 15% CashKaro Cashback on all HK Vitals orders,Curiosity,Brand Discovery,"One step left 👀
Become healthier with a flat 20% off + flat 15% Cashback on all HK Vitals orders.

CTA: Complete now!",,Yes,Stylised,100708,34112,0.3387218493069071,232,0.006801125703564728,0,0.0,2026-03-18 14:00:00,1900-01-01 14:00:00,02:00 PM,18-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_18_mar_vs_pn_tgcg_beauty_storevisitors_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,All,,,,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orders,FOMO,D2C Sale,"Summer skin needs extra care ☀️
Get Buy 1 Get 1 Free + 12% Cashback on The Derma Co
CTA: Shop now!",,Yes,Stylised,569267,243741,0.4281663964361187,688,0.002822668324163764,154,0.2238372093023256,2026-03-18 21:00:00,1900-01-01 21:00:00,09:00 PM,18-Mar,1
2026-03-18,Tue,Week 3,March,tgcomm_18_mar_vs_pn_tgcg_non_segmented_all_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,Non Segmented,,,,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orders,FOMO,D2C Sale,"Summer skin needs extra care ☀️
Get Buy 1 Get 1 Free + 12% Cashback on The Derma Co
CTA: Shop now!",,Yes,Stylised,101864,34473,0.3384218173250609,224,0.006497838888405418,22,0.09821428571428571,2026-03-18 21:00:00,1900-01-01 21:00:00,09:00 PM,18-Mar,1
2026-03-19,Thur,Week 4,March,,11:30:00,All,,,,Koparo,.,Social Proof,D2C Sale,"🏠 Your home deserves...

chaka-chak vibes! Grab Flat 50% Off + 40% CashKaro Cashback on all Koparo Clean orders

CTA: Hurry up!",.,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 11:30:00,1900-01-01 11:30:00,11:30 AM,19-Mar,1
2026-03-19,Thur,Week 4,March,,11:30:00,Non Segmented,,,,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders,Social Proof,D2C Sale,"🏠 Your home deserves...

chaka-chak vibes! Grab Flat 50% Off + 40% CashKaro Cashback on all Koparo Clean orders

CTA: Hurry up!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 11:30:00,1900-01-01 11:30:00,11:30 AM,19-Mar,1
2026-03-19,Thur,Week 4,March,,14:00:00,All,Users who have visited beauty retailer in the last 6 months and have not exited.,,Beauty - Store visitors,Dot and Key,Coolest Skincare Sale: Buy 1 Get 1 Free + Upto 15% CashKaro Cashback on all Dot And Key orders,Loss Aversion,D2C Sale,"Oops! Did you miss this? 😮

Buy 1 Get 1 Free + up to 15% Cashback on Dot & Key orders 🤩

CTA: Don’t miss out again!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 14:00:00,1900-01-01 14:00:00,02:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,14:00:00,All,Users who have exited on beuaty retailers in the 6 months and have not transacted.,,Beauty - Exiters non transactors,Dot and Key,Coolest Skincare Sale: Buy 1 Get 1 Free + Upto 15% CashKaro Cashback on all Dot And Key orders,Loss Aversion,D2C Sale,"Oops! Did you miss this? 😮

Buy 1 Get 1 Free + up to 15% Cashback on Dot & Key orders 🤩

CTA: Don’t miss out again!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 14:00:00,1900-01-01 14:00:00,02:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,14:00:00,All,Users who have transacted on beuaty retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Beauty - Transactors,Dot and Key,Coolest Skincare Sale: Buy 1 Get 1 Free + Upto 15% CashKaro Cashback on all Dot And Key orders,Loss Aversion,D2C Sale,"Oops! Did you miss this? 😮

Buy 1 Get 1 Free + up to 15% Cashback on Dot & Key orders 🤩

CTA: Don’t miss out again!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 14:00:00,1900-01-01 14:00:00,02:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,14:00:00,All,Rest Base - Beauty Affinity,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders,FOMO,Marketplace sale,"Okay… you need this 😉
Grab 50–90% off + 10% Supercash + up to 8% Cashback on AJIO
CTA: Shop today!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 14:00:00,1900-01-01 14:00:00,02:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,14:00:00,Non Segmented,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders,FOMO,Marketplace sale,"Okay… you need this 😉
Grab 50–90% off + 10% Supercash + up to 8% Cashback on AJIO
CTA: Shop today!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 14:00:00,1900-01-01 14:00:00,02:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,21:00:00,All,Users who have visited enterntainement stores in the last 6 months and have not exited.,,Entertainment - Store visitors,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Exclusivity,Focus Brand,"Hey, only for you 😉

Hotstar, Sony LIV & 20+ apps on Times Prime 🤩

CTA: Get it now!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 21:00:00,1900-01-01 21:00:00,09:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,21:00:00,,Users who have exited enterntainement stores in the last 6 months and have not transacted.,,Entertainment - Exiters,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Exclusivity,Focus Brand,"Hey, only for you 😉

Hotstar, Sony LIV & 20+ apps on Times Prime 🤩

CTA: Get it now!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 21:00:00,1900-01-01 21:00:00,09:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,21:00:00,All,Users who have transacted on entertainment category and have not transacted on the particular retailer.,,Entertainment - Transacters,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Exclusivity,Focus Brand,"Hey, only for you 😉

Hotstar, Sony LIV & 20+ apps on Times Prime 🤩

CTA: Get it now!",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 21:00:00,1900-01-01 21:00:00,09:00 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,22:30:00,All,,,,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,FOMO,D2C Sale,"😱 Not trying to alarm you…

but it's ending! Buy 1 Get 1 Free + Flat 12% Cashback on The Derma Co 

CTA: Shop now!
",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 22:30:00,1900-01-01 22:30:00,10:30 PM,19-Mar,1
2026-03-19,Thur,Week 4,March,,22:30:00,Non Segmented,,,,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,FOMO,D2C Sale,"😱 Not trying to alarm you…

but it's ending! Buy 1 Get 1 Free + Flat 12% Cashback on The Derma Co 

CTA: Shop now!
",,Yes,Normal,0,0,0.0,0,0.0,0,0.0,2026-03-19 22:30:00,1900-01-01 22:30:00,10:30 PM,19-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_home_storevisitors_d2c_sale_all_r_2035_r_koparo_2pm,14:00:00,All,Users who have visited home retailer in the last 6 months and have not exited.,,home - Store visitors non exiters,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders,Social Proof,D2C Sale,"Cleaning just got fun 😉

Koparo Clean: Flat 50% Off + Flat 40% Cashback on all orders

CTA: Grab now",,Yes,Normal,28396,18529,0.652521481898859,129,0.006962059474337525,0,0.0,2026-03-21 14:00:00,1900-01-01 14:00:00,02:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_home_exiters_d2c_sale_all_r_2035_r_koparo_2pm,14:00:00,All,Users who have exited on home retailers in the 6 months and have not transacted.,,home - Exiters non transactors,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders,Social Proof,D2C Sale,"Cleaning just got fun 😉

Koparo Clean: Flat 50% Off + Flat 40% Cashback on all orders

CTA: Grab now",,Yes,Normal,23991,15764,0.6570797382351715,86,0.005455468155290535,0,0.0,2026-03-21 14:00:00,1900-01-01 14:00:00,02:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_home_transactors_d2c_sale_all_r_2035_r_koparo_2pm,14:00:00,All,Users who have transacted on home retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,home - Transactors,Koparo,Spring Clean Sale: Flat 50% Off on all Products + Flat 40% CashKaro Cashback on all Koparo Clean orders,Social Proof,D2C Sale,"Cleaning just got fun 😉

Koparo Clean: Flat 50% Off + Flat 40% Cashback on all orders

CTA: Grab now",,Yes,Normal,2809,1688,0.6009255962976148,22,0.013033175355450236,0,0.0,2026-03-21 14:00:00,1900-01-01 14:00:00,02:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_all_rest_brand_discovery_all_r_1825_r_hkvitals_2pm,14:00:00,All,,,,HK Vitals,Flat 20% off code + Flat 15% CashKaro Cashback on all HK Vitals orders,Curiosity,Brand Discovery,"Something good for your health… 🤫
Get Flat 20% Off + Flat 15% Cashback on HK Vitals
CTA: Discover now",,Yes,Normal,998977,434107,0.43455154623179515,1779,0.004098067987846315,0,0.0,2026-03-21 14:00:00,1900-01-01 14:00:00,02:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_non_segmented_rest_brand_discovery_all_r_1825_r_hkvitals_2pm,14:00:00,Non Segmented,,,,HK Vitals,Flat 20% off code + Flat 15% CashKaro Cashback on all HK Vitals orders,Curiosity,Brand Discovery,"Something good for your health… 🤫
Get Flat 20% Off + Flat 15% Cashback on HK Vitals
CTA: Discover now",,Yes,Normal,215698,71527,0.33160715444742184,409,0.0057181204300473945,0,0.0,2026-03-21 14:00:00,1900-01-01 14:00:00,02:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_beauty_storevisitors_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,All,Users who have visited beauty retailer in the last 6 months and have not exited.,,Beauty - Store visitors,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,FOMO,D2C Sale,"Meet your skin’s BFF 💖

Buy 1 Get 1 Free + Flat 12% Cashback on all The Derma Co orders

CTA: Grab now!",,Yes,Normal,87733,54768,0.6242576909486738,313,0.005715016067776804,1,0.003194888178913738,2026-03-21 21:00:00,1900-01-01 21:00:00,09:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_beauty_exiters_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,All,Users who have exited on beuaty retailers in the 6 months and have not transacted.,,Beauty - Exiters non transactors,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,FOMO,D2C Sale,"Meet your skin’s BFF 💖

Buy 1 Get 1 Free + Flat 12% Cashback on all The Derma Co orders

CTA: Grab now!",,Yes,Normal,81226,49838,0.6135720089626474,259,0.00519683775432401,2,0.007722007722007722,2026-03-21 21:00:00,1900-01-01 21:00:00,09:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_beauty_transactors_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,All,Users who have transacted on beuaty retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Beauty - Transactors,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,FOMO,D2C Sale,"Meet your skin’s BFF 💖

Buy 1 Get 1 Free + Flat 12% Cashback on all The Derma Co orders

CTA: Grab now!",,Yes,Normal,35162,19635,0.5584153347363631,101,0.005143875732111026,3,0.0297029702970297,2026-03-21 21:00:00,1900-01-01 21:00:00,09:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_all_rest_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,All,,,,Multiple Retailers (50% CB),Get min 50% Cashback across categories,FOMO,Focus Category,"We love spoiling you 😉

Grab min 50% Cashback on your faves today

CTA: Don’t miss out!",,Yes,Normal,849389,330764,0.38941403761998333,1291,0.003903084979018273,2,0.001549186676994578,2026-03-21 21:00:00,1900-01-01 21:00:00,09:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_non_segmented_all_d2c_sale_all_r_2816_r_derma_9pm,21:00:00,Non Segmented,,,,Multiple Retailers (50% CB),Get min 50% Cashback across categories,FOMO,Focus Category,"We love spoiling you 😉

Grab min 50% Cashback on your faves today

CTA: Don’t miss out!",,Yes,Normal,204979,61221,0.29866961981471274,384,0.006272357524378889,0,0.0,2026-03-21 21:00:00,1900-01-01 21:00:00,09:00 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_all_all_marketplace_sale_all_r_1073_r_ajio_1030pm,22:30:00,All,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders.,Curiosity,Marketplace sale,"(Name), kurta? Dresses? Heels? 👠

Grab 50–90% Off + Flat 10% Supercash + Up to 8% Cashback on all AJIO orders

CTA: Shop now!",,Yes,Normal,1053492,418559,0.3973062918370524,1896,0.00452982733617005,1,0.0005274261603375527,2026-03-21 22:30:00,1900-01-01 22:30:00,10:30 PM,21-Mar,1
2026-03-21,Sat,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_non_segmented_all_marketplace_sale_all_r_1073_r_ajio_1030pm,22:30:00,Non Segmented,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders.,Curiosity,Marketplace sale,"(Name), kurta? Dresses? Heels? 👠

Grab 50–90% Off + Flat 10% Supercash + Up to 8% Cashback on all AJIO orders

CTA: Shop now!",,Yes,Normal,222308,64891,0.29189682782445975,446,0.00687306406127198,0,0.0,2026-03-21 22:30:00,1900-01-01 22:30:00,10:30 PM,21-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_entertainment_storevisitors_all_focus_brand_all_r_1503_r_timesprime_2pm,14:00:00,All,Users who have visited enterntainement stores in the last 6 months and have not exited.,,Entertainment - Store visitors,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Social Proof,Focus Brand,"👀 Everyone’s watching this weekend

Are you? Get Hotstar, Sony LIV & more on Times Prime for FREE 🤩

CTA: Join now",,Yes,Normal,25786,15875,0.61564414798728,84,0.005291338582677166,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_entertainment_exiters_all_focus_brand_all_r_1503_r_timesprime_2pm,14:00:00,All,Users who have exited enterntainement stores in the last 6 months and have not transacted.,,Entertainment - Exiters,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Social Proof,Focus Brand,"👀 Everyone’s watching this weekend

Are you? Get Hotstar, Sony LIV & more on Times Prime for FREE 🤩

CTA: Join now",,Yes,Normal,42822,26383,0.6161085423380506,132,0.005003221771595345,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_21_mar_vs_pn_tgcg_entertainment_exiters_all_focus_brand_all_r_1503_r_timesprime_2pm,14:00:00,All,Users who have transacted on entertainment category and have not transacted on the particular retailer.,,Entertainment - Transacters,Times Prime,"Get premium subscriptions like Hotstar, Sony liv & more.",Social Proof,Focus Brand,"👀 Everyone’s watching this weekend

Are you? Get Hotstar, Sony LIV & more on Times Prime for FREE 🤩

CTA: Join now",,Yes,Normal,42822,26383,0.6161085423380506,132,0.005003221771595345,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_beauty_storevisitors_all_d2c_sale_all_r_1503_r_derma_2pm,14:00:00,All,Users who have visited beauty retailer in the last 6 months and have not exited.,,Beauty - Store visitors,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,Curiosity,D2C Sale,"🤫 There’s a reason…

to upgrade your skincare. Buy 1 Get 1 Free + Flat 12% Cashback on The Derma Co 🤩
 
CTA: Grab now!",,Yes,Normal,74757,47788,0.639244485466244,265,0.005545325186239223,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_beauty_exiters_all_d2c_sale_all_r_1503_r_derma_2pm,14:00:00,All,Users who have transacted on beuaty retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Beauty - Transactors,Derma Co,BFF Sale: Buy 1 Get 1 Free + Flat 12% CashKaro Cashback on all The Derma Co orderr.,Curiosity,D2C Sale,"🤫 There’s a reason…

to upgrade your skincare. Buy 1 Get 1 Free + Flat 12% Cashback on The Derma Co 🤩
 
CTA: Grab now!",,Yes,Normal,65056,40308,0.6195892769306444,182,0.004515232708147266,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_all_rest_all_d2c_sale_all_r_1503_r_derma_2pm,14:00:00,All,,,,Reliance Digital,Up to 3% Cashback on Reliance Digital orders,FOMO,Marketplace,"Wait… these are 50% off? 😲
Yes! Grab up to 3% Cashback on Reliance Digital orders
CTA: Shop now!",,Yes,Normal,833866,331502,0.3975482871348634,1261,0.0038038986190128566,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_non_segmented_all_all_d2c_sale_all_r_1503_r_derma_2pm,14:00:00,Non Segmented,,,,Reliance Digital,Up to 3% Cashback on Reliance Digital orders,FOMO,Marketplace,"Wait… these are 50% off? 😲
Yes! Grab up to 3% Cashback on Reliance Digital orders
CTA: Shop now!",,Yes,Normal,202674,62279,0.30728657844617463,350,0.005619871866921434,0,0.0,2026-03-22 14:00:00,1900-01-01 14:00:00,02:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_all_all_all_focus_category_all_r_1354_r_multipleretailersfashion_9pm,21:00:00,All,,,,Multiple Retailers (Fashion),Get up to 32% Cashback on on Fashion on popular brands.,Exclusivity,Focus Category,"Just for you 😍
Get up to 32% Cashback on all your fashion faves 🤩
CTA: Grab it
",,Yes,Normal,1052157,454004,0.43149834102705203,2004,0.004414058025920476,18,0.008982035928143712,2026-03-22 21:00:00,1900-01-01 21:00:00,09:00 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_non_segmented_all_all_focus_category_all_r_1354_r_multipleretailersfashion_9pm,21:00:00,Non Segmented,,,,Multiple Retailers (Fashion),Get up to 32% Cashback on on Fashion on popular brands.,Exclusivity,Focus Category,"Just for you 😍
Get up to 32% Cashback on all your fashion faves 🤩
CTA: Grab it
",,Yes,Normal,225099,73953,0.32853544440446203,420,0.005679282787716523,6,0.014285714285714285,2026-03-22 21:00:00,1900-01-01 21:00:00,09:00 PM,22-Mar,1
